Pransa_no	Adhyaya_no	Kandika_no	Text_no	Hymn
4	5	-	13	(And mix together) one part of cow's urine, half as much .cowdung, three parts of milk, two of sour milk, one part of clarified butter, and one part of water boiled with Kusa grass;' a Sâmtâpana Krikkhra (performed) in this manner will purify even a Svapâka.
4	5	-	14	He who subsists during five (days and) nights on cow's urine, cowdung, milk, sour milk, and clarified butter will be purified by (that) Pañkagavya (the five products of the cow).
4	5	-	15	If, self-restrained and attentive, he fasts during twelve days, that is called a Parâka Krikkhra, which destroys all sin.
4	5	-	16	If he subsists on cow's urine and the other (substances named above), one day on each, and continues (this mode of life) during thrice seven days, the theologians call that a Mahâsâmtâpana Krikkhra.
4	5	-	17	If he daily adds to his food one mouthful during the bright (half of the month) and diminishes it daily by one mouthful during the dark (half of the month), and keeps two fasts in the two halves of the month, that is called a Kândrâyana.
4	5	-	18	If, with concentrated mind, a Brâhmana eats four mouthfuls in the morning and four mouthfuls when the sun has set, he will perform the Kândrâyana of children.
4	5	-	19	If, self-restrained, he daily eats, during a month, at midday eight mouthfuls of food, fit for a sacrifice, he will perform the Kândrâyana of ascetics.
4	5	-	20	But a Brâhmana who eats anyhow, during a month, thrice eighty mouthfuls of food, fit for a sacrifice, goes to the world of the moon.
4	5	-	21	As the rising moon frees the world from the fear of darkness, even so a Brâhmana who performs a Kândrâyana removes the fear of sin.
4	5	-	22	He who lives one day on (rice)-grains, three days on oil-cakes, 'five days on buttermilk mixed with water, seven days on water, and (one day) on air, (performs) the guilt-destroying Tulâpurusha.
4	5	-	23	Living on barley-gruel (yâvaka) removes the guilt of corporeal beings after seven days, and so does a fast of seven days; that has been recognised by wise men.
4	5	-	24	By dressing in wet clothes, by living in the open air, and by exposing himself to the sun during the light halves of the months Pausha (December-January), Bhâdrapada (August-September), and Gyeshtha (May-June), a Brâhmana is freed from (all) sin excepting crimes causing loss of caste (patanîya).
4	5	-	25	(If one swallows) cows' urine, cowdung, milk, sour milk, clarified butter, and a decoction of Kusa grass, mixed with barley gruel, that is the most sanctifying Brahmakûrka.
4	5	-	26	He who fasts on the new moon day and eats sesamum grains on the full moon day, will be freed in the course of a year from the sins which he committed in the bright and the dark halves of the month.
4	5	-	27	He who lives on alms obtained from Agnihotrins is purified in one month; (he who obtains his food) from a Yâyâvara. in ten days; he who receives it from a hermit in the forest, in five days;
4	5	-	28	(He who lives) on food given by a person who has a store sufficient for one day only, will be purified in one day; he who drinks water given by a person subsisting by the Kapota-vritti (pigeon-life), is purified in three (days).
4	5	-	29	If one recites the whole Rig-veda, Yagur-veda, and Sâma-veda, or thrice reads one of these Vedas and fasts, (that is) a most efficient means of purification.
4	5	-	30	Now if one is in haste to finish, one may live on air during a day, and pass the night standing in water, that is equal (in efficacy) to a Prâgâpatya (Krikkhra).
4	5	-	31	He who at sunrise mutters the Gâyatrî one thousand and eight times, is free from all sin, provided he has not slain a learned Brâhmana.
4	5	-	32	He who distributes food, speaks the truth, and has compassion on all living beings, is more (holy) than all those who have been purified by the restraints mentioned above.
4	6	-	1	The (eleven Anuvâkas called) Rudras together with (the ten hymns) seen by Madhukkhandas, the Gâyatrî with the syllable Om, and likewise the seven Vyâhritis (are the texts) which should be muttered (and) which remove guilt.
4	6	-	2	The Mrigâreshti, the Pavitreshti, the Trihavis, the Pâvamânî are the Ishtis which efface sin, if they are (each) combined with the Vaisvânara (Dvâdasakapâla).
4	6	-	3-4	Learn, also, the following most excellent secret; he will be freed from all sins of all kinds who sprinkles himself with water, reciting the Pavitras, who mutters the eleven (Anuvâkas called) Rudras, who offers burnt oblations of butter, reciting the Pavitras, and gives gold, a cow, and sesamum (to Brâhmanas).
4	6	-	5	He who partakes of boiled barley-gruel, mixed with cow's urine, liquid cowdung, sour milk, milk, and butter, is quickly freed from sin.
4	6	-	6	Both he who has begotten a child on a Sûdra woman and he who has had connexion with a female, intercourse with whom is forbidden (agamyâ), are purified (if they live) according to this rule during seven days.
4	6	-	7	(That is likewise) the remedy when one has swallowed semen, ordure, and urine, or eaten the food of persons whose food must not be eaten, (and also) when a younger brother has kindled the sacred fire, has offered a Srauta sacrifice, or taken a wife before the elder.
4	6	-	8	He who has committed even a great number of (wicked) actions, excepting mortal sins, will be freed (by that rule) from all guilt. That is the statement of the virtuous.
4	6	-	9	But (this) ordinance, which is based on the authority of the sacred texts, is stated (to be that) through which Bharadvâga and others became equal to Brahman,
4	6	-	10	Through the performance of these rites a Brâhmana, whose heart is full of peace, obtains whatever desires he may have in his heart.
4	7	-	1	The wishes of a Brâhmana who has left off evil deeds and is (ever) engaged in holy works are fulfilled even without (the practice of) restraints.
4	7	-	2	Upright Brâhmanas quickly accomplish whateverthey wish in their hearts, if they are purified by honest actions.
4	7	-	3	Thus a wise man should practise those restraints until he has purified his bodily frame.
4	7	-	4	He who has been purified by those restraints should, after fasting three (days and) nights, begin the performance of that sacred rite through which he wishes to gain the fulfilment of his desires,
4	7	-	5	(Reciting) the Kshâpavitra, the Sahasrâksha, the Mrigâra, the two Ganas (called) Amhomuk, the Pâvamanîs, the Kûshmândîs, and the Rikas, addressed to Vaisvânara,
4	7	-	6	(And) offering with (each of) these (Mantras) boiled rice and clarified butter during seven days, in the morning, at midday, and in the evening, keeping a rigid silence, living on food fit for a sacrifice, restraining his senses and his actions,
4	7	-	7	He is freed from all crimes, even mortal sins, after looking on a cross-road at a pot filled with water, (and reciting the text), 'Simhe me manyuh.'
4	7	-	8	He is freed from the multitude of sins, committed unintentionally in old age, in youth, and in infancy, and even from those belonging to former births;
4	7	-	9	After feeding at the end (of the seven days) Brâhmanas with milk and rice, well. mixed withbutter, and distributing to them after their dinner cows, land, sesamum, and gold,
4	7	-	10	A Brâhmana becomes internally pure, his guilt being consumed like fuel, and fit for the performance of rites which secure the fulfilment of wishes and of rites like the kindling of the sacred fire.
4	8	-	1	He who, through excessive greed or carelessness, performs this rite for others, is tainted by sin, and perishes like one who has swallowed poison.
4	8	-	2	A Brâhmana who performs this rite for his teacher, his father, his mother, or for himself is resplendent like the sun. Therefore this rite may be performed for those (persons).
4	8	-	3	Ka (Pragâpati) purified by means of this rite the god with a thousand eyes (Sahasrâksha), Fire, Wind, the Sun, Soma, Yama, and other lords of the gods.
4	8	-	4	Whatever there is in these three worlds, famed as possessing a holy name, Brâhmanas and the rest, (all) that was produced by Ka through this rite of sanctification.
4	8	-	5	This sin-destroying secret of Pragâpati was first produced; thereafter thousands of purificatory rites .came into existence.
4	8	-	6	He who performs those eight Ganahomas on the (first) day of the year, of a half-year, of a season, or of a fortnight, sanctifies ten ancestors and ten descendants of his line;
4	8	-	7	And, while still on earth, he is known to thegods in heaven as a holy man, and (after death) that virtuous man rejoices for a very long time in heaven like a god.
4	8	-	8	If a Brâhmana is unable to offer those eight Ganahomas, let him offer one; thereby his guilt is effaced.
4	8	-	9	He, also, whose sons or pupils offer those eight Ganahomas, is freed from his sin which is bought off by his having instructed (them).
4	8	-	10	Through a desire of removing one's guilt one even may cause (these oblations) to be offered by men who have been engaged for money, in case oneself is unable (to do it); a man need not torment himself.
4	8	-	11	Even among the virtuous a distribution of wealth is made (for the success) of holy rites; some-times a man who is free from debt is (thereby) freed from guilt.
