Sanskit Text	Sanskrit Transliteration	Translation
अधि यदस्मिन वाजिनीव शुभ सपर्धन्ते धियः सूर्ये नविशः |	adhi yadasmin vājinīva śubha spardhante dhiyaḥ sūrye naviśaḥ |	1. WHEN beauties strive for him as for a charger, then strive the songs like soldiers for the sunlight.
अपो वर्णानः पवते कवीयन वरजं न पशुवर्धनाय मन्म ||	apo vṛṇānaḥ pavate kavīyan vrajaṃ na paśuvardhanāya manma ||	Acting the Sage, he flows enrobed in waters and song as ’twere a stall that kine may prosper.
दविता वयूर्ण्वन्नम्र्तस्य धाम सवर्विदे भुवनानि परथन्त |	dvitā vyūrṇvannamṛtasya dhāma svarvide bhuvanāni prathanta |	2 The worlds expand to hirn who from aforetime found light to spread the law of life eternal.
धियः पिन्वानाः सवसरे न गाव रतायन्तीरभि वावश्र इन्दुम ||	dhiyaḥ pinvānāḥ svasare na ghāva ṛtāyantīrabhi vāvaśra indum ||	The swelling songs, like kine within the stable, in deep devotion call aloud on Indu.
परि यत कविः काव्या भरते शूरो न रथो भुवनानि विश्वा |	pari yat kaviḥ kāvyā bharate śūro na ratho bhuvanāni viśvā |	3 When the sage bears his holy wisdom round him, like a car visiting all worlds, the Hero,
देवेषु यशो मर्ताय भूषन दक्षाय रायः पुरुभूषु नव्यः ||	deveṣu yaśo martāya bhūṣan dakṣāya rāyaḥ purubhūṣu navyaḥ ||	Becoming fame, mid Gods, unto the mortal, wealth to the skilled, worth praise mid the Ever-present,
शरिये जातः शरिय आ निरियाय शरियं वयो जरित्र्भ्यो दधाति |	śriye jātaḥ śriya ā niriyāya śriyaṃ vayo jaritṛbhyo dadhāti |	4 For glory born be hath come forth to glory: he giveth life and glory to the singers.
शरियं वसाना अम्र्तत्वमायन भवन्ति सत्या समिथा मितद्रौ ||	śriyaṃ vasānā amṛtatvamāyan bhavanti satyā samithā mitadrau ||	They, clothed in glory, have become immortal. He, measured in his course, makes frays successful.
इषमूर्जमभ्यर्षाश्वं गामुरु जयोतिः कर्णुहि मत्सि देवान |	iṣamūrjamabhyarṣāśvaṃ ghāmuru jyotiḥ kṛṇuhi matsi devān |	5 Stream to us food and vigour, kine and horses: give us broad lights and fill thGods with rapture.
विश्वानि हि सुषहा तानि तुभ्यं पवमान बाधसेसोम शत्रून ||	viśvāni hi suṣahā tāni tubhyaṃ pavamāna bādhasesoma śatrūn ||	All ther are easy things for thee to master thou, Pavamana Soma, quellest foemen.

कनिक्रन्ति हरिरा सर्ज्यमानः सीदन वनस्य जठरे पुनानः |	kanikranti harirā sṛjyamānaḥ sīdan vanasya jaṭhare punānaḥ |	1. Loud neighs the Tawny Steed when started, settling deep in the wooden vessel while they cleanse him.
नर्भिर्यतः कर्णुते निर्णिजं गा अतो मतीर्जनयतस्वधाभिः ||	nṛbhiryataḥ kṛṇute nirṇijaṃ ghā ato matīrjanayatasvadhābhiḥ ||	Led by the men he takes the milk for raiment: then shall he, through his powers, engender praise-songs.
हरिः सर्जानः पथ्यां रतस्येयर्ति वाचमरितेव नावम |	hariḥ sṛjānaḥ pathyāṃ ṛtasyeyarti vācamariteva nāvam |	2 As one who rows drives on his boat, he, Gold-hued, sends forth his voice, loosed on the path of Order.
देवो देवानां गुह्यानि नामाविष कर्णोति बर्हिषि परवाचे ||	devo devānāṃ ghuhyāni nāmāviṣ kṛṇoti barhiṣi pravāce ||	As God, the secret names of Gods he utters, to be declared on sacred grass more widely.
अपामिवेदूर्मयस्तर्तुराणाः पर मनीषा ईरते सोममछ |	apāmivedūrmayastarturāṇāḥ pra manīṣā īrate somamacha |	3 Hastening onward like the waves of waters, our holy hymns are pressing nigh to Soma.
नमस्यन्तीरुप च यन्ति सं चा च विशन्त्युशतीरुशन्तम ||	namasyantīrupa ca yanti saṃ cā ca viśantyuśatīruśantam ||	To him they come with lowly adoration, and, longing, enter him who longs to meet them.
तं मर्म्र्जानं महिषं न सानावंशुं दुहन्त्युक्षणं गिरिष्ठाम |	taṃ marmṛjānaṃ mahiṣaṃ na sānāvaṃśuṃ duhantyukṣaṇaṃ ghiriṣṭhām |	4 They drain the stalk, the Steer who dwells on mountains, even as a Bull who decks him on the upland.
तं वावशानं मतयः सचन्ते तरितो बिभर्ति वरुणं समुद्रे ||	taṃ vāvaśānaṃ matayaḥ sacante trito bibharti varuṇaṃ samudre ||	Hymns follow and attend him as he bellows: Trita bears Varuṇa aloft in ocean.
इष्यन वाचमुपवक्तेव होतुः पुनान इन्दो वि षया मनीषाम |	iṣyan vācamupavakteva hotuḥ punāna indo vi ṣyā manīṣām |	5 Sending thy voice out as Director, loosen the Invoker's thought, O Indu, as they cleanse thee.
इन्द्रश्च यत कषयथः सौभगाय सुवीर्यस्य पतयःस्याम ||	indraśca yat kṣayathaḥ saubhaghāya suvīryasya patayaḥsyāma ||	While thou and Indra rule for our advantage, may we be masters of heroic vigour.

पर सेनानीः शूरो अग्रे रथानां गव्यन्नेति हर्षते अस्य सेना |	pra senānīḥ śūro aghre rathānāṃ ghavyanneti harṣate asya senā |	1. IN forefront of the cars forth goes the Hero, the Leader, winning spoil: his host rejoices.
भद्रान कर्ण्वन्निन्द्रहवान सखिभ्य आ सोमो वस्त्रा रभसानि दत्ते ||	bhadrān kṛṇvannindrahavān sakhibhya ā somo vastrā rabhasāni datte ||	Soma endues his robes of lasting colours, and blesses, for his friends, their calls on Indra.
समस्य हरिं हरयो मर्जन्त्यश्वहयैरनिशितं नमोभिः |	samasya hariṃ harayo mṛjantyaśvahayairaniśitaṃ namobhiḥ |	2 Men decked with gold adorn his golden tendril, incessantly with steed-impelling homage.
आ तिष्ठति रथमिन्द्रस्य सखा विद्वानेना सुमतिं यात्यछ ||	ā tiṣṭhati rathamindrasya sakhā vidvānenā sumatiṃ yātyacha ||	The Friend of Indra mounts his car well-knowing, he comes thereon to meet the prayer we offer.
स नो देव देवताते पवस्व महे सोम पसरस इन्द्रपानः |	sa no deva devatāte pavasva mahe soma psarasa indrapānaḥ |	3 O God, for service of the Gods flow onward, for food sublime, as Indra's drink, O Soma.
कर्ण्वन्नपो वर्षयन दयामुतेमामुरोरा नो वरिवस्या पुनानः ||	kṛṇvannapo varṣayan dyāmutemāmurorā no varivasyā punānaḥ ||	Making the floods, bedewing earth and heaven, come from the vast, comfort us while we cleanse thee
अजीतये.अहतये पवस्व सवस्तये सर्वतातये बर्हते |	ajītaye.ahataye pavasva svastaye sarvatātaye bṛhate |	4 Flow for prosperity and constant Vigour, flow on for happiness and high perfection.
तदुशन्ति विश्व इमे सखायस्तदहं वश्मि पवमान सोम ||	taduśanti viśva ime sakhāyastadahaṃ vaśmi pavamāna soma ||	This is the wish of these friends assembled: this is my wish, O Soma Pavamana.
सोमः पवते जनिता मतीनां जनिता दिवो जनिता पर्थिव्याः |	somaḥ pavate janitā matīnāṃ janitā divo janitā pṛthivyāḥ |	5 Father of holy hymns, Soma flows onward the Father of the earth, Father of heaven:
जनिताग्नेर्जनिता सूर्यस्य जनितेन्द्रस्य जनितोत विष्णोः ||	janitāghnerjanitā sūryasya janitendrasya janitota viṣṇoḥ ||	Father of Agni, Sūrya's generator, the Father who begat Indra and Viṣṇu.
बरह्मा देवानां पदवीः कवीनां रषिर्विप्राणां महिषोम्र्गाणाम |	brahmā devānāṃ padavīḥ kavīnāṃ ṛṣirviprāṇāṃ mahiṣomṛghāṇām |	6 Brahman of Gods, the Leader of the poets, Ṛṣi of sages, Bull of savage creatures,
शयेनो गर्ध्राणां सवधितिर्वनानां सोमः पवित्रमत्येति रेभन ||	śyeno ghṛdhrāṇāṃ svadhitirvanānāṃ somaḥ pavitramatyeti rebhan ||	Falcon amid the vultures, Axe of forests, over the cleansing sieve goes Soma singing.
