Part	+Book	Chapter	Decade	Text	Hymn
PART SECOND	BOOK VIII	CHAPTER III	VI Dawn	3	Yea, and thou art the Asvins', friend the mother of the cows art thou: O Dawn, thou rules over wealth
PART SECOND	BOOK VIII	CHAPTER III	VII Asvins	1	Now Morning with her earliest light shines forth, dear daughter of the Sky: 
PART SECOND	BOOK VIII	CHAPTER III	VII Asvins	2	Children of Ocean, mighty ones, discoverers of riches, Gods, 
PART SECOND	BOOK VIII	CHAPTER III	VII Asvins	3	Your lofty coursers hasten over the everlasting realm, whea your car flies with winged steeds.
PART SECOND	BOOK VIII	CHAPTER III	VIII Dawn	1	O Dawn who hast a store of wealth, bring unto us that splendid gift 
PART SECOND	BOOK VIII	CHAPTER III	VIII Dawn	2	Thou radiant Lady of sweet strains, with wealth of horses and of kine 
PART SECOND	BOOK VIII	CHAPTER III	VIII Dawn	3	O Dawn who hast a store of wealth, yoke red steeds to thy car to-day. 
PART SECOND	BOOK VIII	CHAPTER III	IX Asvins	1	O Asvins, wonderful in act, do ye unanimous direct 
PART SECOND	BOOK VIII	CHAPTER III	IX Asvins	2	Hither may they who wake at dawn bring, to drink Soma, both the Gods, 
PART SECOND	BOOK VIII	CHAPTER III	IX Asvins	3	Ye who brought down the hymn from heaven, a light that giveth light to men, 
PART SECOND	BOOK VIII	CHAPTER III	X Agni	1	I think of Agni who is kind, whom, as their home, the milch-kine seek; 
PART SECOND	BOOK VIII	CHAPTER III	X Agni	2	For Agni, God of all mankind, gives the strong courser to theman. 
PART SECOND	BOOK VIII	CHAPTER III	X Agni	3	The Agni who is praised as kind, to whom the milch-kine come. in herds, 
PART SECOND	BOOK VIII	CHAPTER III	X Agni	1	O heavenly Dawn, awaken us to ample opulence today, 
PART SECOND	BOOK VIII	CHAPTER III	X Agni	2	Daughter of heaven, thou dawnedst of Sunitha, Suchadratha's son; 
PART SECOND	BOOK VIII	CHAPTER III	X Agni	3	So bringing treasure, shine to-day on us, thou daughter, of the Sky, 
PART SECOND	BOOK VIII	CHAPTER III	XII Asvins	1	To meet your treasure-bringing car, the car that is most dear to us, 
PART SECOND	BOOK VIII	CHAPTER III	XII Asvins	2	Pass, Asvins, over all away. May I obtain you for myself, 
PART SECOND	BOOK VIII	CHAPTER III	XII Asvins	3	Come to us, O ye Asvins twain, bringing your precious treasures, come 
PART SECOND	BOOK VIII	CHAPTER III	XIII Agni	1	Agni is wakened by the people's fuel to meet the Dawn who cometh like a milch-cow. 
PART SECOND	BOOK VIII	CHAPTER III	XIII Agni	2	For the Gods' worship hath the priest been wakened: kind Agni hath arisen erect at morning. 
PART SECOND	BOOK VIII	CHAPTER III	XIII Agni	3	When he hath roused the line of his attendants, with the bright milk bright Agni is anointed. 
PART SECOND	BOOK VIII	CHAPTER III	XIV Dawn	1	This light is come, amid all lights the fairest: born is the brilliant, far-extending brightness. 
PART SECOND	BOOK VIII	CHAPTER III	XIV Dawn	2	The fair, the bright is come with her white offspring to her the Dark one hath resigned her dwelling. 
PART SECOND	BOOK VIII	CHAPTER III	XIV Dawn	3	Common, unending is the sisters' pathway: taught by the Gods alternately they travel, 
PART SECOND	BOOK VIII	CHAPTER III	XV Asvins	1	Agni, the bright face of the Dawns, is shining: the singers' pious voices have ascended. 
PART SECOND	BOOK VIII	CHAPTER III	XV Asvins	2	Most frequent guests, they scorn not what is ready: even now the lauded Asvins are beside us. 
PART SECOND	BOOK VIII	CHAPTER III	XV Asvins	3	Yea, come at milking-time, at early morning, at noon of day, and when the Sun is setting, 
PART SECOND	BOOK VIII	CHAPTER III	XVI Dawn	1	These Dawns have raised their banner: in the eastern half of middle air they spread abroad their shining light. 
PART SECOND	BOOK VIII	CHAPTER III	XVI Dawn	2	Rapidly have the ruddy beams of light shot up: the red cows have they harnessed, easy to be yoked. 
PART SECOND	BOOK VIII	CHAPTER III	XVI Dawn	3	They sing their song like women active in their tasks, along their common path hither from far away, 
PART SECOND	BOOK VIII	CHAPTER III	XVII Asvins	1	Agni is wakened: Surya riseth from the earth. Bright Dawn hath opened out the mighty twain with light. 
PART SECOND	BOOK VIII	CHAPTER III	XVII Asvins	2	When, O ye Asvins, ye equip your mighty car, with fatness and with honey balm, ye twain, our power! 
PART SECOND	BOOK VIII	CHAPTER III	XVII Asvins	3	Nigh to us come the Asvins' lauded three wheeled car, the car laden with meath and drawn by fleet-foot steeds, 
PART SECOND	BOOK VIII	CHAPTER III	XVIII Soma Pavamana	1	Thy streams that never fail or waste flow forth like showers of rain from heaven, 
PART SECOND	BOOK VIII	CHAPTER III	XVIII Soma Pavamana	2	He, flows beholding on his way all well-beloved sacred lore, 
PART SECOND	BOOK VIII	CHAPTER III	XVIII Soma Pavamana	3	He, when the people deck him like a docile king of elephants, 
PART SECOND	BOOK VIII	CHAPTER III	XVIII Soma Pavamana	4	So bring thou hitherward to us, Indu, while thou art purified. 
PART SECOND	BOOK IX	CHAPTER I	I Soma Pavamana	1	Forward have flowed the streams of power, of this the mighty one effused, 
PART SECOND	BOOK IX	CHAPTER I	I Soma Pavamana	2	The singers praise him with their song, and learned priests adorn the steed 
PART SECOND	BOOK IX	CHAPTER I	I Soma Pavamana	3	These things thou winnest quickly, while men cleanse thee, Soma, nobly rich!
PART SECOND	BOOK IX	CHAPTER I	II Indra	1	This Brahman, comer at the due time, named Indra, is renowned and praised. 
PART SECOND	BOOK IX	CHAPTER I	II Indra	2	To thee alone, O Lord of Strength, go, as it were, all songs of praise. 
PART SECOND	BOOK IX	CHAPTER I	II Indra	3	Like streams of water on their way, let bounties, Indra, flow from thee!
PART SECOND	BOOK IX	CHAPTER I	III Indra	1	Even as a car to give us aid, we draw thee nigh to favour us, 
PART SECOND	BOOK IX	CHAPTER I	III Indra	2	Great in thou power and wisdom, strong, with thought that comprehendeth all! 
PART SECOND	BOOK IX	CHAPTER I	III Indra	3	Thou very mighty one, whose hands by virtue of thy greatness wield 
PART SECOND	BOOK IX	CHAPTER I	IV Agni	1	He who hath lighted up the joyous castle, wise courser like the steed of cloudy heaven, 
PART SECOND	BOOK IX	CHAPTER I	IV Agni	2	He, doubly born, hath spread in his effulgence through the three luminous realms, through all the regions, 
PART SECOND	BOOK IX	CHAPTER I	IV Agni	3	Priest doubly born, he through his love of glory hath in his keeping all things worth the choosing. 
PART SECOND	BOOK IX	CHAPTER I	V Agni	1	Agni, with hymns may we now accomplish that which thou lovest, 
PART SECOND	BOOK IX	CHAPTER I	V Agni	2	For, Agni, thou art now the promoter of strength auspicious, 
PART SECOND	BOOK IX	CHAPTER I	V Agni	3	Through these our praises, come thou to meet us, bright as the sunlight, 
PART SECOND	BOOK IX	CHAPTER I	VI Agni	1	Immortal Jatavedas, thou bright-hued refulgent gift of Dawn. 
PART SECOND	BOOK IX	CHAPTER I	VI Agni	2	For thou art offering-bearer, well-loved messenger, and charioteer of holy rites. 
PART SECOND	BOOK IX	CHAPTER I	VII Indra	1	The old hath waked the young Moon from his slumber who runs his circling course with many round him 
PART SECOND	BOOK IX	CHAPTER I	VII Indra	2	Strong is the red Bird in his strength, great hero, who from of old bath had no nest to dwell in. 
PART SECOND	BOOK IX	CHAPTER I	VII Indra	3	Through these Thunderer gained strong manly vigour, through whom he waxed in stren gth to slaughter Vritra; 
PART SECOND	BOOK IX	CHAPTER I	VIII Maruts	1	Here is the Soma ready pressed: of this the Maruts, yea, of this 
PART SECOND	BOOK IX	CHAPTER I	VIII Maruts	2	Of this, moreover, purified, set in three places, procreant, 
PART SECOND	BOOK IX	CHAPTER I	VIII Maruts	3	Yea, Indra, like the Hotar-priest, will in the early morning 
PART SECOND	BOOK IX	CHAPTER I	IX Surya	1	Verily, Surya, thou art great; truly, Aditya, thou art great. 
PART SECOND	BOOK IX	CHAPTER I	IX Surya	2	Yea, Surya, thou art great in fame: thou evermore, O God, art great. 
PART SECOND	BOOK IX	CHAPTER I	X Indra	1	Come, Lord of rapturous joys, to our libations with thy bay steeds, come 
PART SECOND	BOOK IX	CHAPTER I	X Indra	2	Known as best Vritra-slayer erst, as Indra $atakratu, come 
PART SECOND	BOOK IX	CHAPTER I	X Indra	3	For, Vritra-slayer, thou art he who drinks these drops of Soma come 
PART SECOND	BOOK IX	CHAPTER I	XI Indra	1	Bring to the wise, the great, who waxeth mighty your offerings and make ready your devotion. 
PART SECOND	BOOK IX	CHAPTER I	XI Indra	2	For Indra the sublime, the far-pervading, have singers generateo prayer and praises; 
PART SECOND	BOOK IX	CHAPTER I	XI Indra	3	The choirs have established Indra King for ever for victory him, whose anger is resistless: 
PART SECOND	BOOK IX	CHAPTER I	XII Indra	1	If I, O Indra, were the lord of riches ample as thine own, 
PART SECOND	BOOK IX	CHAPTER I	XII Indra	2	Each day would I enrich the man who sang my praise, in whatsoever place he were. 
PART SECOND	BOOK IX	CHAPTER I	XIII Indra	1	Here thou the call of the juice-drinking press-stone: mark thou the sage's hymn who sings and lauds thee! 
PART SECOND	BOOK IX	CHAPTER I	XIII Indra	2	I know and ne'er forget the hymns and praises of thee, theconqueror, of thy power immortal. 
PART SECOND	BOOK IX	CHAPTER I	XIII Indra	3	Among mankind many are thy libations, and many a time the pious sage invokes thee. 
PART SECOND	BOOK IX	CHAPTER I	XIV Indra	1	Sing strength to Indra that shall. set his chariot in the foremost 
PART SECOND	BOOK IX	CHAPTER I	XIV Indra	2	Thou didst destroy the Dragon: thou sentest the rivers down to Earth. 
PART SECOND	BOOK IX	CHAPTER I	XIV Indra	3	Thy bolt thou castest at the foe, O Indra, who would smite us dead: thy liberal bounty gives us wealth. Let the weak bowstrings break upon the bows of our weak enemies!
PART SECOND	BOOK IX	CHAPTER I	XV Indra	1	Rich be the praiser of one rich and liberal, Lord of days! like thee: 
PART SECOND	BOOK IX	CHAPTER I	XV Indra	2	His wealth who hath no store of kine hath ne'er found out recited laud, 
PART SECOND	BOOK IX	CHAPTER I	XV Indra	3	Give us not, Indra, as a prey unto the scornful or the proud: 
PART SECOND	BOOK IX	CHAPTER I	XVI Indra	1	Come hither, Indra, with thy bays, come thou to Kanva's eulogy! 
PART SECOND	BOOK IX	CHAPTER I	XVI Indra	2	The stones' rim shakes the Soma here like a wolf worrying a sheep. 
PART SECOND	BOOK IX	CHAPTER I	XVI Indra	3	May the stone bring thee as it speaks, the Soma-stone with ringing voice! 
PART SECOND	BOOK IX	CHAPTER I	XVII Soma Pavamana	1	For Indra flow most rich in sweets, O Soma, bringing him delight! 
PART SECOND	BOOK IX	CHAPTER I	XVII Soma Pavamana	2	Bright, meditating sacred song, these juices have sent Vayu forth. 
PART SECOND	BOOK IX	CHAPTER I	XVII Soma Pavamana	3	They were sent forth to feast the Gods, like chariots speeding in the race.
PART SECOND	BOOK IX	CHAPTER I	XVIII Agni	1	Agni I deem our Hotar priest, munificent wealth-giver, Son of Strength, who knoweth all that is even as the Sage who knoweth all. 
PART SECOND	BOOK IX	CHAPTER I	XVIII Agni	2	We, sacrificing, call on the best worshipper thee eldest of Angirasas, singer! with hyrnns, thee, brilliant one! with singers' hymn; 
PART SECOND	BOOK IX	CHAPTER I	XVIII Agni	3	He with his blazing Power refulgent far and wide, he verily it iswho conquers demon foes, conquers the demons like an axe: 
PART SECOND	BOOK IX	CHAPTER II	I Agni	1	O Agni, strength and fame are thine: thy fires blaze forth on high, O thou refulgent God! 
PART SECOND	BOOK IX	CHAPTER II	I Agni	2	With brilliantg purifying sheen, with perfect sheen thou liftest up thyself in light. 
PART SECOND	BOOK IX	CHAPTER II	I Agni	3	O Jatavedas, Son of Strength, rejoice thyself, gracious, in our fair hymns and songs! 
PART SECOND	BOOK IX	CHAPTER II	I Agni	4	Agni, spread forth, as ruler, over living things: give wealth, to 
PART SECOND	BOOK IX	CHAPTER II	I Agni	5	I laud the Sage, who orders sacrifice, who hath great riches under his control. 
PART SECOND	BOOK IX	CHAPTER II	I Agni	6	The men have set before them, for his favour, Agni, strong, visible to all, the holy. 
PART SECOND	BOOK IX	CHAPTER II	II Agni	1	Agni, he conquers by thine aid that brings him store of valiant sons and does great deeds, 
PART SECOND	BOOK IX	CHAPTER II	II Agni	2	Thy spark is black and crackling; kindled in due time, O bounteous, it is taken up. 
PART SECOND	BOOK IX	CHAPTER II	III Agni	1	Him, duly coming, as their germ have plants received: this Agni have maternal Waters brought to life. 
PART SECOND	BOOK IX	CHAPTER II	IV Agni	1	Agni grows bright for Indra: he shines far resplendent in the sky: 
PART SECOND	BOOK IX	CHAPTER II	V Agni	1	The sacred hymns love him who wakes and watches: to him who watches the holy verses. 
PART SECOND	BOOK IX	CHAPTER II	VI Agni	1	Agni is watchful, and the Richas love him: Agni is watchful, Sama hymns approach him. 
PART SECOND	BOOK IX	CHAPTER II	VII Gods	1	Praise to the friends who sit in front! to those seated together,praise 
PART SECOND	BOOK IX	CHAPTER II	VII Gods	2	I use the hundred-footed speech, I sing what hath a thousand paths, 
PART SECOND	BOOK IX	CHAPTER II	VII Gods	3	Gayatra, Trishtup, Jagat hymn,the forms united and complete, 
PART SECOND	BOOK IX	CHAPTER II	VIII Agni	1	Agni, is light, light is Agni, Indra is light, light is Indra 
PART SECOND	BOOK IX	CHAPTER II	VIII Agni	2	O Agni, turn again with strength, turn thou again with food and life: 
PART SECOND	BOOK IX	CHAPTER II	VIII Agni	3	O Agni, turn again with wealth sprinkle thou us from everyside. 
PART SECOND	BOOK IX	CHAPTER II	IX Indra	1	If I, O Indra, were like thee, the single ruler over wealth. 
PART SECOND	BOOK IX	CHAPTER II	IX Indra	2	I should be fain, O Lord of power, to strengthen and enrich thesage, 
PART SECOND	BOOK IX	CHAPTER II	IX Indra	3	Thy goodness, Indra, is a cow yielding in plenty kine and steeds. 
PART SECOND	BOOK IX	CHAPTER II	X The Waters	1	Yea, Waters, ye bring health and bliss: so help ye us to energy. 
PART SECOND	BOOK IX	CHAPTER II	X The Waters	2	Give us a portion of the dew, the most auspicious that ye have, 
PART SECOND	BOOK IX	CHAPTER II	X The Waters	3	For you we gladly go to hirn to whose abode ye speed us on, 
PART SECOND	BOOK IX	CHAPTER II	XI Vata	1	May Vata breathe his balm on us, healthful, delightful to our heart: 
PART SECOND	BOOK IX	CHAPTER II	XI Vata	2	Thou art our father, Vata, yea, thou art our brother and our friend: 
PART SECOND	BOOK IX	CHAPTER II	XI Vata	3	The store of Amrit that laid away yonder, O Vata, in thine home-- 
PART SECOND	BOOK IX	CHAPTER II	XII Agni	1	The fleet steed wearing divers forms, the eagle bearing his golden raiment to his birthplace, 
PART SECOND	BOOK IX	CHAPTER II	XII Agni	2	Multiform seed he laid in waters, lustre which gathered on the earth and there developed. 
PART SECOND	BOOK IX	CHAPTER II	XII Agni	3	He hath, enduing thousand robes that suit him, as sacrifice upheld the light of Surya, 
PART SECOND	BOOK IX	CHAPTER II	XIII Vena	1	They gaze on thee with longing in their spirit, as on a strong-winged bird that mounteth sky-ward; 
PART SECOND	BOOK IX	CHAPTER II	XIII Vena	2	Erect, to heaven hath the Gandharva mounted, pointing at us his many-coloured weapons: 
PART SECOND	BOOK IX	CHAPTER II	XIII Vena	3	When as a spark he cometh ilear the ocean, looking with vulture's eye as Law commandeth, 
PART SECOND	BOOK IX	CHAPTER III	I Indra	1	Swift, rapidly striking, like a bull who sharpens his horns, terrific, stirring up the people. 
PART SECOND	BOOK IX	CHAPTER III	I Indra	2	With him loud-roaring, ever watchful victcr, bold, hard to overthrow, rouser of battle, 
PART SECOND	BOOK IX	CHAPTER III	I Indra	3	He rules with those who carry shafts and quivers, Indra who with his band brings hosts together, 
PART SECOND	BOOK IX	CHAPTER III	II Brihaspati. Indra	1	Brihaspati, fly with thy chariot hither, slayer of demons, driving off our foemen! 
PART SECOND	BOOK IX	CHAPTER III	II Brihaspati. Indra	3	Cleaver of stalls, kine-winner, armed with thunder, who quells an army and with might destroys it-- 
PART SECOND	BOOK IX	CHAPTER III	III Indra. Brihaspati	1	Piercing with conquering strength the cow-stalls, Indra, pitiless hero with unbounded anger, 
PART SECOND	BOOK IX	CHAPTER III	III Indra. Brihaspati	2	Indra guide these! Brihaspati, and Soma, the guerdon and the sacrifice precede them; 
PART SECOND	BOOK IX	CHAPTER III	III Indra. Brihaspati	3	Ours be the potent host of mighty Indra, King Varuna the Maruts, and Adityas! 
PART SECOND	BOOK IX	CHAPTER III	IV Indra.Maruts	1	Bristle thou up, O Maghavan, our weapons: excite the spirits, of my warring heroes! 
PART SECOND	BOOK IX	CHAPTER III	IV Indra.Maruts	2	May Indra aid us when our flags are gathered: victorious be ther arrows of our army! 
PART SECOND	BOOK IX	CHAPTER III	IV Indra.Maruts	3	That army of the foemen, O ye Maruts, which, striving in its. mighty strength, approaches, 
PART SECOND	BOOK IX	CHAPTER III	V Agha	1	Bewildering the senses of our foemen, seize thou their bodies, and depart, O Agha! 
PART SECOND	BOOK IX	CHAPTER III	V Agha	2	Advance, O heroes, win the day, May Indra be your sure defence! 
PART SECOND	BOOK IX	CHAPTER III	V Agha	3	Loosed from the bowstring fly away, thou arrows sharpened by 
PART SECOND	BOOK IX	CHAPTER III	V Agha	1	Let ravens and strong-pinioned birds pursue them: yea, let that army be the food of vultures! 
PART SECOND	BOOK IX	CHAPTER III	V Agha	2	This host of foemen Maghavan! that cometh on in warlike show-- 
PART SECOND	BOOK IX	CHAPTER III	V Agha	3	There where the flights of arrows fall like boys whose locks are yet unshorn. 
PART SECOND	BOOK IX	CHAPTER III	VII Indra	1	Drive Rakshasas and foes away, break thou in pieces Vritra's jaws: 
PART SECOND	BOOK IX	CHAPTER III	VII Indra	2	O Indra, beat our foes away, humble the men who challenge us: 
